[Name]
TurbKE and TurbFreq Quantities

[Data]
"Accumulated Timestep","RMS K-TurbKE","RMS O-TurbFreq"
1360,2.53871349e-06,3.92146205e-07
1361,2.55503687e-06,4.58265930e-07
1362,2.57466536e-06,4.85260728e-07
1363,2.59730473e-06,5.05818321e-07
1364,2.62299477e-06,5.24011512e-07
1365,2.65171639e-06,5.41374391e-07
1366,2.68316307e-06,5.58211809e-07
1367,2.71707586e-06,5.73448631e-07
1368,2.75283287e-06,5.86832641e-07
1369,2.79001961e-06,6.00155772e-07
1370,2.82812357e-06,6.10716882e-07
1371,2.86660816e-06,6.18101978e-07
1372,2.90536286e-06,6.25808411e-07
1373,2.94365282e-06,6.29822580e-07
1374,2.98060399e-06,6.31194553e-07
1375,3.01598607e-06,6.29009833e-07
1376,3.05150525e-06,6.91201308e-07
1377,3.08242579e-06,5.67819370e-07
1378,3.10615928e-06,5.23558072e-07
1379,3.12175325e-06,4.85955127e-07
1380,3.12833185e-06,4.43369572e-07
1381,3.12563202e-06,3.95186390e-07
1382,3.11420354e-06,3.40135216e-07
1383,3.09522261e-06,2.78319106e-07
1384,3.06959328e-06,2.10504609e-07
1385,3.03864840e-06,1.37452517e-07
1386,3.00417855e-06,6.19620906e-08
1387,2.96812163e-06,4.07460874e-08
1388,2.93412290e-06,1.18076152e-07
1389,2.90464777e-06,2.03197615e-07
1390,2.88212345e-06,2.88563712e-07
1391,2.86904879e-06,3.70983372e-07
1392,2.86710838e-06,4.49584888e-07
1393,2.87742319e-06,5.21505626e-07
1394,2.90051457e-06,5.87490717e-07
1395,2.93492690e-06,6.42709040e-07
1396,2.97895554e-06,6.89209173e-07
1397,3.03041611e-06,7.26914323e-07
1398,3.08666313e-06,7.52653989e-07
1399,3.14501153e-06,7.69487656e-07
1400,3.20353774e-06,7.76050740e-07
1401,3.25976248e-06,7.73838735e-07
1402,3.31263300e-06,7.63652906e-07
1403,3.35886489e-06,7.45763771e-07
1404,3.39610801e-06,7.23434141e-07
1405,3.42339285e-06,6.26562723e-07
1406,3.43536976e-06,6.99542738e-07
1407,3.44146588e-06,6.84086160e-07
1408,3.44088107e-06,6.53754284e-07
1409,3.43406168e-06,6.17081412e-07
1410,3.42088492e-06,5.77229514e-07
1411,3.40091128e-06,5.32575427e-07
1412,3.37554206e-06,4.87456134e-07
1413,3.34384163e-06,4.41139775e-07
1414,3.30696389e-06,3.91839365e-07
1415,3.26692020e-06,3.42623082e-07
1416,3.22324672e-06,2.93964177e-07
1417,3.17701233e-06,2.44792631e-07
1418,3.12911402e-06,1.95899787e-07
1419,3.07976757e-06,1.49464057e-07
1420,3.02791182e-06,1.26369144e-07
1421,2.97778297e-06,3.12253334e-08
1422,2.92886580e-06,3.00024610e-08
1423,2.88449996e-06,5.39874243e-08
1424,2.84354633e-06,9.74067831e-08
1425,2.80458835e-06,1.20904986e-07
1426,2.77007734e-06,1.58622271e-07
1427,2.74045442e-06,1.89514253e-07
1428,2.71444446e-06,2.17797606e-07
1429,2.69082898e-06,2.44427241e-07
1430,2.67038376e-06,2.68690997e-07
1431,2.65282392e-06,2.91474038e-07
1432,2.64067990e-06,3.13293583e-07
1433,2.63310494e-06,3.32033466e-07
1434,2.62920344e-06,3.23903549e-07
1435,2.63055426e-06,4.14771762e-07
1436,2.63485367e-06,3.61965704e-07
1437,2.64346181e-06,4.58705301e-07
1438,2.65410745e-06,3.90275147e-07
1439,2.66703978e-06,4.56955121e-07
1440,2.68255303e-06,4.83595272e-07
1441,2.70068927e-06,5.03364788e-07
1442,2.72147759e-06,5.21598679e-07
1443,2.74509057e-06,5.37893982e-07
1444,2.77098297e-06,5.53090729e-07
1445,2.79894630e-06,5.66702397e-07
1446,2.82847600e-06,5.80458448e-07
1447,2.85924102e-06,5.91058949e-07
1448,2.89072091e-06,6.00124451e-07
1449,2.92283130e-06,6.06183903e-07
1450,2.95471000e-06,6.10380539e-07
1451,2.98585701e-06,6.12196004e-07
1452,3.01558157e-06,6.10335917e-07
1453,3.04347100e-06,6.04876846e-07
1454,3.06936977e-06,5.95300037e-07
1455,3.09234747e-06,5.79792811e-07
1456,3.11332815e-06,6.23768074e-07
1457,3.12741395e-06,4.90209459e-07
1458,3.13222995e-06,4.28814730e-07
1459,3.12727320e-06,3.74405005e-07
1460,3.11248959e-06,3.13653743e-07
1461,3.09003553e-06,2.47347828e-07
1462,3.06091624e-06,1.74756678e-07
1463,3.02643889e-06,9.72979990e-08
1464,2.98810482e-06,3.07878558e-08
1465,2.94841834e-06,8.28118303e-08
1466,2.91065908e-06,1.70341252e-07
1467,2.87790431e-06,2.57927724e-07
1468,2.85369470e-06,3.44277908e-07
1469,2.84025714e-06,4.27910777e-07
1470,2.83971940e-06,5.04584818e-07
1471,2.85222177e-06,5.75481124e-07
1472,2.87775197e-06,6.36734455e-07
1473,2.91527726e-06,6.87514216e-07
1474,2.96264739e-06,7.29019860e-07
1475,3.01755654e-06,7.59566376e-07
1476,3.07705318e-06,7.79269840e-07
1477,3.13873920e-06,7.87880651e-07
1478,3.20074855e-06,7.87576937e-07
1479,3.25656652e-06,7.78845106e-07
1480,3.30770558e-06,7.61014917e-07
1481,3.35252321e-06,7.37903576e-07
1482,3.38505765e-06,6.39509096e-07
1483,3.40841189e-06,7.13137865e-07
1484,3.42386443e-06,6.96758036e-07
1485,3.43141846e-06,6.64958577e-07
1486,3.43012925e-06,6.26881956e-07
1487,3.42055182e-06,5.84592442e-07
1488,3.40303723e-06,5.38730490e-07
1489,3.37883307e-06,4.90657044e-07
1490,3.34855622e-06,4.41252269e-07
1491,3.31196202e-06,3.90395257e-07
1492,3.27027510e-06,3.39732765e-07
1493,3.22346068e-06,2.88335769e-07
1494,3.17314220e-06,2.37465883e-07
1495,3.11791405e-06,1.86923927e-07
1496,3.06464062e-06,1.38028483e-07
1497,3.01072669e-06,9.07522377e-08
1498,2.95679592e-06,4.82312998e-08
1499,2.90383900e-06,2.55569130e-08
1500,2.85042097e-06,4.57338203e-08
1501,2.80049403e-06,1.06645537e-07
1502,2.75361981e-06,1.34454893e-07
1503,2.70922624e-06,1.73646086e-07
1504,2.67229825e-06,2.06636628e-07
1505,2.64072901e-06,2.36070775e-07
1506,2.61380546e-06,2.63624202e-07
1507,2.59347371e-06,2.88677171e-07
1508,2.57925126e-06,3.11510547e-07
1509,2.56905059e-06,3.09062557e-07
1510,2.56363251e-06,3.92184774e-07
1511,2.56256908e-06,3.78428410e-07
1512,2.56522571e-06,3.58569991e-07
1513,2.57323472e-06,4.58814014e-07
1514,2.58418277e-06,3.94736475e-07
1515,2.59712237e-06,5.00808085e-07
1516,2.61319406e-06,4.21254498e-07
1517,2.63227344e-06,4.92446702e-07
1518,2.65409949e-06,5.18361048e-07
1519,2.67901169e-06,5.38654660e-07
1520,2.70680630e-06,5.56453813e-07
1521,2.73735077e-06,5.72366332e-07
1522,2.77035383e-06,5.87342583e-07
1523,2.80517202e-06,6.01563386e-07
1524,2.84141106e-06,6.12498638e-07
1525,2.87874900e-06,6.22362734e-07
1526,2.91663969e-06,6.30864406e-07
1527,2.95448945e-06,6.36736559e-07
1528,2.99156864e-06,6.40655628e-07
1529,3.02735589e-06,6.40070482e-07
1530,3.06337120e-06,7.06822789e-07
1531,3.09318807e-06,5.17464457e-07
1532,3.11952863e-06,6.51616574e-07
1533,3.13996384e-06,5.35836762e-07
1534,3.15224179e-06,4.84273585e-07
1535,3.15565148e-06,4.37819438e-07
1536,3.14981753e-06,3.85017017e-07
1537,3.13473015e-06,3.26016107e-07
1538,3.11155372e-06,2.59959876e-07
1539,3.08137055e-06,1.87580113e-07
1540,3.04621176e-06,1.11201203e-07
1541,3.00784995e-06,3.77734644e-08
1542,2.96859025e-06,7.02476086e-08
1543,2.93242283e-06,1.55778167e-07
1544,2.90233538e-06,2.44817386e-07
1545,2.88040633e-06,3.31431636e-07
1546,2.86936802e-06,4.15870289e-07
1547,2.87050671e-06,4.93577318e-07
1548,2.88498836e-06,5.64606012e-07
1549,2.91244100e-06,6.28177077e-07
1550,2.95141422e-06,6.81092786e-07
1551,3.00002034e-06,7.24017184e-07
1552,3.05522553e-06,7.56270254e-07
1553,3.11466192e-06,7.78691458e-07
1554,3.17564081e-06,7.90031038e-07
1555,3.23632889e-06,7.91058710e-07
1556,3.29377576e-06,7.85084410e-07
1557,3.34625497e-06,7.68275413e-07
1558,3.39015241e-06,7.46731814e-07
1559,3.42560520e-06,7.19876425e-07
1560,3.44582418e-06,6.18644947e-07
1561,3.45654985e-06,6.87771262e-07
1562,3.45834701e-06,6.69253382e-07
1563,3.45397257e-06,6.35564732e-07
1564,3.44208934e-06,5.96466577e-07
1565,3.42365570e-06,5.52946062e-07
1566,3.39805820e-06,5.08014807e-07
1567,3.36519793e-06,4.60180956e-07
1568,3.32787090e-06,4.10311628e-07
1569,3.28658939e-06,3.59772457e-07
1570,3.24077632e-06,3.09003042e-07
1571,3.19137985e-06,2.58401855e-07
1572,3.14009139e-06,2.07759882e-07
1573,3.08552330e-06,1.60288948e-07
1574,3.02922399e-06,1.14232172e-07
1575,2.97617953e-06,7.04896692e-08
1576,2.92667232e-06,4.46629898e-08
1577,2.87713510e-06,5.17457046e-08
1578,2.82772930e-06,6.58108519e-08
1579,2.78315338e-06,1.16121463e-07
1580,2.74331910e-06,1.46040819e-07
1581,2.70954661e-06,1.79323166e-07
1582,2.67879432e-06,2.08794376e-07
1583,2.65020208e-06,2.35846230e-07
1584,2.62660251e-06,2.60506141e-07
1585,2.60797219e-06,2.83829735e-07
1586,2.59347667e-06,3.05054186e-07
1587,2.58227897e-06,3.24928749e-07
1588,2.57626948e-06,3.18541026e-07
1589,2.57516058e-06,4.05112900e-07
1590,2.57773172e-06,3.86846210e-07
1591,2.58268346e-06,3.63007530e-07
1592,2.59154990e-06,4.65719950e-07
1593,2.60238244e-06,3.94655814e-07
1594,2.61560513e-06,4.61477271e-07
1595,2.63116863e-06,4.86894976e-07
1596,2.64950654e-06,5.06286995e-07
1597,2.67043674e-06,5.22087305e-07
1598,2.69386851e-06,5.37983738e-07
1599,2.71958629e-06,5.51539586e-07
1600,2.74738500e-06,5.63433673e-07
1601,2.77626464e-06,5.74846069e-07
1602,2.80596055e-06,5.83645431e-07
1603,2.83589179e-06,5.90864033e-07
1604,2.86586373e-06,5.94952098e-07
1605,2.89519812e-06,5.95586698e-07
1606,2.92334175e-06,5.93753555e-07
1607,2.94960523e-06,5.88671412e-07
1608,2.97330325e-06,5.79300206e-07
1609,2.99441422e-06,5.64683432e-07
1610,3.01423665e-06,6.08965138e-07
1611,3.02623857e-06,4.20069085e-07
1612,3.03236834e-06,5.17005219e-07
1613,3.03023648e-06,3.94160935e-07
1614,3.01878026e-06,3.26277615e-07
1615,2.99845237e-06,2.62206441e-07
1616,2.97133329e-06,1.93751433e-07
1617,2.93843095e-06,1.19533780e-07
1618,2.90134790e-06,4.61940530e-08
1619,2.86182103e-06,5.49130235e-08
1620,2.82287078e-06,1.35589573e-07
1621,2.78705556e-06,2.20134538e-07
1622,2.75806087e-06,3.04479670e-07
1623,2.73880391e-06,3.85199741e-07
1624,2.73167507e-06,4.61702143e-07
1625,2.73774776e-06,5.32015065e-07
1626,2.75627121e-06,5.93936136e-07
1627,2.78697053e-06,6.46491571e-07
1628,2.82856104e-06,6.89852584e-07
1629,2.87857893e-06,7.22999346e-07
1630,2.93465018e-06,7.45293846e-07
1631,2.99548310e-06,7.58085832e-07
1632,3.05355297e-06,7.61219724e-07
1633,3.11156327e-06,7.54876908e-07
1634,3.16481987e-06,7.42059740e-07
1635,3.21191624e-06,7.20465778e-07
1636,3.25074257e-06,6.93354593e-07
1637,3.27779526e-06,5.95372342e-07
1638,3.29481941e-06,6.61815477e-07
1639,3.30401099e-06,6.43302087e-07
1640,3.30779835e-06,6.10772304e-07
1641,3.29908971e-06,5.72982401e-07
1642,3.28363990e-06,5.30305613e-07
1643,3.26119653e-06,4.85967519e-07
1644,3.23271820e-06,4.39089206e-07
1645,3.19787318e-06,3.89558096e-07
1646,3.15687112e-06,3.41604874e-07
1647,3.11159056e-06,2.92877445e-07
1648,3.06098718e-06,2.44024505e-07
1649,3.00767647e-06,1.95458327e-07
1650,2.95312930e-06,1.48277607e-07
1651,2.89847685e-06,1.02130457e-07
1652,2.84387738e-06,5.82642059e-08
1653,2.78962716e-06,2.58135859e-08
1654,2.73788669e-06,3.36758781e-08
1655,2.68574513e-06,9.40647524e-08
1656,2.63421384e-06,1.18792720e-07
1657,2.58667296e-06,1.57393572e-07
1658,2.54437759e-06,1.97000517e-07
1659,2.50915059e-06,2.23778727e-07
1660,2.48090737e-06,2.49635917e-07
1661,2.45994056e-06,2.73952054e-07
1662,2.44416219e-06,2.95894012e-07
1663,2.43332011e-06,3.16735452e-07
1664,2.42649571e-06,3.10862418e-07
1665,2.42561532e-06,3.95817295e-07
1666,2.42829105e-06,3.48443763e-07
1667,2.43512977e-06,4.40820799e-07
1668,2.44548437e-06,3.77955104e-07
1669,2.45758338e-06,4.41476999e-07
1670,2.47403045e-06,5.09041570e-07
1671,2.49321829e-06,4.18972832e-07
1672,2.51469783e-06,4.88121486e-07
1673,2.53884627e-06,5.11595431e-07
1674,2.56560088e-06,5.29052443e-07
1675,2.59489116e-06,5.44151249e-07
1676,2.62615890e-06,5.58215561e-07
1677,2.65909398e-06,5.69588622e-07
1678,2.69331986e-06,5.80574465e-07
1679,2.72827833e-06,5.88488490e-07
1680,2.76342121e-06,5.94522078e-07
1681,2.79858523e-06,5.98896918e-07
1682,2.83250711e-06,6.00611429e-07
1683,2.86486124e-06,5.99396401e-07
1684,2.89443824e-06,5.93412153e-07
1685,2.92115328e-06,5.84167537e-07
1686,2.94673396e-06,6.33942363e-07
1687,2.96670441e-06,5.08371159e-07
1688,2.97894098e-06,4.55791110e-07
1689,2.98237683e-06,4.10171282e-07
1690,2.97700785e-06,3.59081127e-07
1691,2.96249391e-06,3.02677734e-07
1692,2.93973790e-06,2.40120102e-07
1693,2.90983940e-06,1.71644970e-07
1694,2.87487865e-06,9.98463534e-08
1695,2.83649888e-06,3.26785070e-08
1696,2.79759524e-06,7.02758243e-08
1697,2.76067681e-06,1.50009683e-07
1698,2.72947955e-06,2.32832576e-07
1699,2.70626538e-06,3.13497651e-07
1700,2.69308134e-06,3.91242878e-07
1701,2.69196607e-06,4.64096956e-07
1702,2.70321220e-06,5.30812486e-07
1703,2.72696298e-06,5.88894011e-07
1704,2.76164042e-06,6.39026553e-07
1705,2.80543873e-06,6.79256630e-07
1706,2.85677811e-06,7.10961046e-07
1707,2.91259585e-06,7.30488921e-07
1708,2.97080555e-06,7.42291945e-07
1709,3.02884405e-06,7.44305794e-07
1710,3.08414383e-06,7.38598146e-07
1711,3.13672444e-06,7.24061124e-07
1712,3.17713557e-06,7.04008244e-07
1713,3.21183211e-06,6.78307174e-07
1714,3.23532163e-06,5.83499627e-07
1715,3.25047654e-06,6.49465164e-07
1716,3.25390056e-06,6.32961246e-07
1717,3.25195197e-06,6.01654165e-07
1718,3.24294001e-06,5.63659853e-07
1719,3.22680125e-06,5.23226959e-07
1720,3.20279764e-06,4.80885149e-07
1721,3.17300305e-06,4.34910220e-07
1722,3.13855935e-06,3.88363475e-07
1723,3.09926168e-06,3.40165002e-07
1724,3.05569301e-06,2.91806458e-07
1725,3.00879356e-06,2.43358414e-07
1726,2.95749373e-06,1.95568035e-07
1727,2.90281582e-06,1.49194719e-07
1728,2.85013607e-06,1.01868643e-07
1729,2.79985284e-06,6.13223463e-08
1730,2.75044999e-06,2.77744956e-08
1731,2.70220471e-06,2.78209473e-08
1732,2.65396716e-06,8.35452525e-08
1733,2.60785373e-06,1.06193383e-07
1734,2.56737121e-06,1.44625787e-07
1735,2.53352550e-06,1.70020002e-07
1736,2.50110202e-06,2.13618776e-07
1737,2.47361845e-06,2.30817065e-07
1738,2.45094157e-06,2.53527929e-07
1739,2.43343470e-06,2.74523444e-07
1740,2.42009401e-06,2.75049445e-07
1741,2.41285397e-06,3.49569291e-07
1742,2.40983172e-06,3.39634425e-07
1743,2.40866507e-06,3.23296860e-07
1744,2.41211910e-06,4.13483150e-07
1745,2.41826888e-06,3.56942536e-07
1746,2.42736587e-06,4.17226431e-07
1747,2.43980048e-06,4.41250961e-07
1748,2.45498768e-06,4.60230581e-07
1749,2.47302319e-06,4.77111996e-07
1750,2.49360733e-06,4.92547372e-07
1751,2.51692154e-06,5.07170910e-07
1752,2.54246152e-06,5.20018034e-07
1753,2.56992394e-06,5.31639671e-07
1754,2.59856870e-06,5.41823852e-07
1755,2.62821823e-06,5.49936999e-07
1756,2.65781728e-06,5.56310795e-07
1757,2.68718054e-06,5.59994874e-07
1758,2.71569274e-06,5.61839499e-07
1759,2.74280706e-06,5.59713101e-07
1760,2.76815376e-06,5.54575195e-07
1761,2.79085043e-06,5.44586783e-07
1762,2.81036159e-06,5.31573846e-07
1763,2.82663882e-06,5.13447674e-07
1764,2.83902023e-06,4.90305126e-07
1765,2.84609450e-06,4.61196350e-07
1766,2.84912176e-06,4.79391417e-07
1767,2.84400517e-06,3.47849209e-07
1768,2.83048257e-06,2.78047878e-07
1769,2.80883251e-06,2.13951239e-07
1770,2.78080870e-06,1.46396999e-07
1771,2.74799208e-06,7.49730873e-08
1772,2.71192539e-06,2.78939680e-08
1773,2.67431938e-06,8.98785757e-08
1774,2.63815286e-06,1.68130057e-07
1775,2.60605589e-06,2.47175564e-07
1776,2.58138311e-06,3.24998979e-07
1777,2.56690578e-06,3.98063236e-07
1778,2.56445628e-06,4.66660566e-07
1779,2.57474881e-06,5.28879980e-07
1780,2.59693138e-06,5.82562620e-07
1781,2.63014658e-06,6.28547298e-07
1782,2.67387622e-06,6.63701144e-07
1783,2.72462125e-06,6.90977117e-07
1784,2.77868617e-06,7.07781794e-07
1785,2.83614759e-06,7.15923818e-07
1786,2.89363561e-06,7.15839519e-07
1787,2.94781125e-06,7.07575452e-07
1788,2.99771227e-06,6.91682772e-07
1789,3.04128685e-06,6.68569442e-07
1790,3.07418532e-06,5.78305674e-07
1791,3.09879897e-06,6.45703665e-07
1792,3.11664439e-06,6.30699674e-07
1793,3.12683801e-06,6.02008129e-07
1794,3.13134342e-06,5.67317386e-07
1795,3.12177053e-06,5.28825524e-07
1796,3.10753126e-06,4.87703517e-07
1797,3.08686322e-06,4.42824899e-07
1798,3.05918343e-06,3.97241507e-07
1799,3.02483591e-06,3.50998363e-07
1800,2.98532814e-06,3.03677069e-07
1801,2.93889343e-06,2.57340133e-07
1802,2.89083687e-06,2.10363382e-07
1803,2.83970576e-06,1.63440319e-07
1804,2.78754760e-06,1.18043488e-07
1805,2.73461410e-06,7.51614309e-08
1806,2.68117515e-06,3.61926489e-08
1807,2.62976732e-06,2.77467542e-08
1808,2.58018031e-06,5.28899768e-08
1809,2.52599898e-06,1.08146779e-07
1810,2.47644107e-06,1.37226749e-07
1811,2.43112481e-06,1.69205151e-07
1812,2.39149222e-06,2.12296868e-07
1813,2.35855600e-06,2.33895008e-07
1814,2.33410492e-06,2.42604614e-07
1815,2.31666945e-06,3.04503715e-07
1816,2.30423757e-06,3.04778752e-07
1817,2.29679858e-06,3.20338870e-07
1818,2.29416946e-06,3.11296105e-07
1819,2.29723378e-06,3.97731583e-07
1820,2.30363253e-06,3.47010257e-07
1821,2.31493232e-06,4.39406108e-07
1822,2.32813704e-06,3.73914673e-07
1823,2.34151571e-06,4.36582923e-07
1824,2.36069877e-06,4.60854636e-07
1825,2.38292660e-06,4.79194171e-07
1826,2.40800159e-06,4.94842823e-07
1827,2.43558111e-06,5.09936285e-07
1828,2.46555373e-06,5.22899882e-07
1829,2.49739946e-06,5.34998037e-07
1830,2.53074631e-06,5.46115700e-07
1831,2.56504609e-06,5.55131805e-07
1832,2.59977537e-06,5.62708806e-07
1833,2.63459560e-06,5.68001781e-07
1834,2.66895745e-06,5.69964925e-07
1835,2.70237501e-06,5.70248517e-07
1836,2.73348087e-06,5.68406051e-07
1837,2.76160426e-06,5.61904130e-07
1838,2.78661128e-06,5.51228936e-07
1839,2.81004691e-06,5.98208885e-07
1840,2.82602696e-06,4.19162404e-07
1841,2.83726831e-06,5.20594483e-07
1842,2.84179214e-06,4.05915983e-07
1843,2.83819486e-06,3.46653735e-07
1844,2.82585643e-06,2.92112105e-07
1845,2.80543736e-06,2.31479916e-07
1846,2.77771210e-06,1.66464176e-07
1847,2.74439549e-06,9.85830866e-08
1848,2.70701253e-06,3.37240955e-08
1849,2.66892403e-06,6.21381204e-08
1850,2.63232869e-06,1.37220468e-07
1851,2.60051274e-06,2.14130253e-07
1852,2.57613510e-06,2.91135308e-07
1853,2.56115959e-06,3.64452575e-07
1854,2.55719897e-06,4.33013980e-07
1855,2.56539602e-06,4.96836265e-07
1856,2.58515934e-06,5.52483812e-07
1857,2.61614991e-06,6.00786279e-07
1858,2.65620406e-06,6.39962650e-07
1859,2.70357464e-06,6.70569307e-07
1860,2.75650473e-06,6.91088871e-07
1861,2.81213579e-06,7.03551393e-07
1862,2.86813793e-06,7.06813807e-07
1863,2.92389495e-06,7.02456703e-07
1864,2.97146471e-06,6.90279819e-07
1865,3.01547470e-06,6.71679231e-07
1866,3.05236790e-06,6.47928175e-07
1867,3.07798268e-06,5.59090893e-07
1868,3.09859297e-06,6.23888809e-07
1869,3.10464611e-06,6.08075140e-07
1870,3.10641599e-06,5.78711536e-07
1871,3.10110840e-06,5.44566262e-07
1872,3.08797144e-06,5.05461117e-07
1873,3.06821607e-06,4.65130313e-07
1874,3.04304854e-06,4.21886227e-07
1875,3.01130672e-06,3.77015283e-07
1876,2.97476458e-06,3.30676528e-07
1877,2.93438438e-06,2.84448134e-07
1878,2.88995557e-06,2.37583137e-07
1879,2.84044472e-06,1.92463517e-07
1880,2.78889820e-06,1.46433550e-07
1881,2.73913338e-06,1.02154367e-07
1882,2.68993085e-06,5.89233906e-08
1883,2.64111600e-06,2.68296549e-08
1884,2.59215358e-06,3.33003634e-08
1885,2.54534575e-06,6.03061849e-08
1886,2.49965706e-06,1.08906569e-07
1887,2.45796582e-06,1.37583314e-07
1888,2.41969815e-06,1.63362330e-07
1889,2.38717416e-06,2.04961566e-07
1890,2.35968400e-06,2.22197372e-07
1891,2.33721357e-06,2.43678471e-07
1892,2.31951753e-06,2.47821532e-07
1893,2.30766113e-06,3.14096383e-07
1894,2.30088654e-06,3.09649351e-07
1895,2.29755710e-06,2.97386293e-07
1896,2.29869033e-06,3.80143661e-07
1897,2.30264868e-06,3.30649499e-07
1898,2.31008880e-06,4.19859532e-07
1899,2.31959007e-06,3.55517784e-07
1900,2.33178662e-06,4.16001029e-07
1901,2.34653839e-06,4.39075393e-07
1902,2.36378150e-06,4.54870502e-07
1903,2.38344956e-06,4.70209415e-07
1904,2.40551753e-06,4.83435599e-07
1905,2.42953320e-06,4.94585720e-07
1906,2.45531396e-06,5.04956517e-07
1907,2.48212768e-06,5.13456143e-07
1908,2.50933908e-06,5.20726076e-07
1909,2.53647272e-06,5.25707492e-07
1910,2.56308476e-06,5.27141594e-07
1911,2.58865339e-06,5.27397788e-07
1912,2.61279615e-06,5.24647646e-07
1913,2.63464290e-06,5.18191655e-07
1914,2.65354197e-06,5.06979518e-07
1915,2.66923121e-06,4.91659705e-07
1916,2.68135523e-06,4.72538090e-07
1917,2.68935469e-06,4.47870633e-07
1918,2.69256293e-06,4.18689780e-07
1919,2.69184966e-06,4.32733287e-07
1920,2.68263489e-06,2.66179313e-07
1921,2.66726306e-06,3.14412716e-07
1922,2.64589858e-06,2.01583319e-07
1923,2.61871787e-06,1.30115367e-07
1924,2.58734894e-06,6.41053504e-08
1925,2.55320333e-06,2.81441146e-08
1926,2.51810070e-06,8.87909692e-08
1927,2.48421770e-06,1.61077949e-07
1928,2.45393835e-06,2.33311226e-07
1929,2.43041018e-06,3.03795503e-07
1930,2.41619819e-06,3.70059780e-07
1931,2.41264092e-06,4.33368172e-07
1932,2.42092483e-06,4.89549222e-07
1933,2.44106604e-06,5.38953657e-07
1934,2.47051685e-06,5.80681558e-07
1935,2.50920107e-06,6.13399607e-07
1936,2.55504074e-06,6.38390702e-07
1937,2.60577553e-06,6.54967323e-07
1938,2.65870744e-06,6.63565686e-07
1939,2.71140198e-06,6.63943069e-07
1940,2.76234960e-06,6.57195585e-07
1941,2.80968811e-06,6.42216889e-07
1942,2.85063152e-06,6.22291680e-07
1943,2.88199590e-06,5.39689609e-07
1944,2.90689741e-06,6.02901252e-07
1945,2.92561981e-06,5.90254388e-07
1946,2.93650896e-06,5.64608229e-07
1947,2.94342090e-06,5.32686897e-07
1948,2.93606581e-06,4.97914129e-07
1949,2.92506184e-06,4.59177471e-07
1950,2.90760363e-06,4.19409076e-07
1951,2.88303886e-06,3.76322618e-07
1952,2.85219426e-06,3.32876795e-07
1953,2.81523876e-06,2.89469341e-07
1954,2.77279810e-06,2.44048778e-07
1955,2.72905731e-06,2.01396446e-07
1956,2.68152417e-06,1.57752922e-07
1957,2.63326274e-06,1.14740978e-07
1958,2.58364253e-06,7.39219814e-08
1959,2.53355756e-06,3.58313770e-08
1960,2.48438664e-06,2.44370391e-08
1961,2.43585328e-06,5.50663977e-08
1962,2.38517759e-06,9.01709143e-08
1963,2.33693822e-06,1.25731418e-07
1964,2.29288753e-06,1.58617127e-07
1965,2.25463373e-06,2.00165047e-07
1966,2.22225754e-06,2.11223920e-07
1967,2.19726326e-06,2.63313154e-07
1968,2.17921047e-06,2.52896513e-07
1969,2.16719036e-06,3.16662550e-07
